StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q34,Q6,Q12,Q13,Q14,Q16,Q39_1,Q39_2,Q39_3,Q39_4,Q33,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q37_6,Q37_7,Q37_8,Q37_9,Q37_10,Q37_11,Q37_12,Q37_13,Q37_14,Q37_15,Q37_16,Q37_17,Q37_18,Q37_18_TEXT,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_9_TEXT,Q25,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q35_9,Q35_10,Q35_11,Q35_12,Q35_13,Q35_13_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_5_TEXT,Q27,Q28,Q28_5_TEXT,Q29,Q30,Q31,Q31_5_TEXT,Q44,Q25,Q26,Q38,Q33,Q35,Q34,Q34_5_TEXT,Q25 - Parent Topics,Q25 - Topics,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Q25 - Topic Hierarchy Level 1
2023-05-18 01:19:24,2023-05-18 01:44:41,IP Address,100,1516,True,2023-05-18 01:44:41,R_x5BHKzvXA73r2al,anonymous,UK,Yes,Yes,Yes,Yes,Yes,2022,"Бухарест ",Probably not,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Never,Sometimes,,,Sometimes,Most of the time,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,,,"Телеграм група ""Українці в Бухаресті"" і ""українці в Румунії"", фейсбук група з такими ж назвами",,,,,,,,,,,Fully trusted it,,,,3,2,1,5,4,"Телеграм і фейсбук ",Not Applicable: I did not have a look at the information provided by organizations,Other:,"Інколи доводилося самостійно шукати додаткову потрібну інформацію ","Організації та інституції не змогли одразу передбачити різні випадки та ситуації, які потребуватимуть вирішення. В тому числі і нормативно-правового характеру ",Sometimes,,,"На початку вторгнення РФ в Україну інформації, в тому числі від Червоного хреста, було дуже обмаль ",Definitely not,"Довіряю виключно першоджерелам: урядові сайти ",I found a part fo the necessary information for my migration journey,,"Мовний бар'єр для розуміння інформації на урядових сайтах ",Other:,"Відсилання на сайти офіційних урядових організацій ",,Unknown,0,,0,0,,0.037037037037037035,QID58,
2023-05-18 06:23:07,2023-05-18 06:36:45,IP Address,100,818,True,2023-05-18 06:36:47,R_24vn6yvX9onDeir,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Квітень 2022,"брашов ",Probably not,Bachelor or equivalent level,Fluent,Intermediate,Basic,Basic,,Most of the time,Most of the time,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Never,Never,Most of the time,Never,Never,,,Most of the time,Sometimes,Never,Sometimes,Most of the time,Most of the time,Sometimes,Never,,,"Телеграм канали, офіційні сайти уряду",Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,Fully trusted it,Fully trusted it,,,4,3,2,1,5,,Not Applicable: I did not have a look at the information provided by organizations,Credible,,,Yes,,,"Оскільки не знала що Червоний хрест надає допомогу українцям. Вперше дізналася саме в Брашові, Румунії",Might or might not,"Місцеві чати мого міста, яке зараз в окупації (Херсонська обл.), Фейген live",I found a part fo the necessary information for my migration journey,,"Труднощі через мовний бар‘єр, хочеться відвідувати курси англійської, але зараз фінансово трохи складно.","Videos,Text",,,Unknown,0,,0,0,,0.07407407407407407,"QID41,QID58",
2023-05-18 10:47:11,2023-05-18 11:02:36,IP Address,100,925,True,2023-05-18 11:02:36,R_0VxXgOs5r4qGkFP,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Вересень 2023,Częstochowa,Probably not,Master or equivalent level,Fluent,Fluent,Basic,Intermediate,,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,,,Never,Sometimes,Never,Sometimes,Most of the time,Sometimes,Never,Never,,,Facebook,Fully trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,I did not trust it,Fully trusted it,Fully trusted it,,,4,3,1,2,5,,Sometimes,"Credible,Accurate",,,Yes,"Reliable,Credible,Accurate,Transparent",,,Might or might not,"Facebook, групи в Телеграмі",I found a part fo the necessary information for my migration journey,,"Мене незаконно лишили допомоги на дітей 500+, яку виплачують у Польщі. На протязі 3-х місяців я не могла довести, що перетнула кордон як людина, що втікала від війни. Дуже багато витратила часу і сил, щоб повернути допомогу, якої мене незаконно лишили. Рішення: якісно вирішити питання контролю перетину кордону на рівні держави.","Videos,Text",,,Unknown,0,,0,0,,0.1111111111111111,"QID41,QID56,QID58",
2023-05-18 23:41:42,2023-05-19 00:05:50,IP Address,100,1448,True,2023-05-19 00:05:51,R_1nW3nh8C5Uvb7s4,anonymous,UK,Yes,Yes,Yes,Yes,Yes,02.2022,Брашов,Probably yes,Master or equivalent level,Intermediate,Fluent,Intermediate,,,Sometimes,Sometimes,Sometimes,Most of the time,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Most of the time,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,,Most of the time,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Never,,Христіанськи чати,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,Somehow trusted it,,Волі Бржої,4,5,2,3,1,Волі Бржої,Not Applicable: I did not have a look at the information provided by organizations,Other:,"Довіряли христіанським церквам,які допомагали всім необхідним",Перевірено на власному досвіді,Yes,Accurate,,,Definitely yes,"Христіанським чатам,групам з українцями та локальним групам",I found all information necessary for my migration journey,,"Труднощі виникали тільки з тим,що деякі питання в Україні вирішуються інакше.Наприклад: до лікаря можна потрапити в той день,коли з‘явилася проблема.В аптеці можна взяти ліки,які вважаєшь запотрібними,банківська система краща",Videos,,,Unknown,0,,0,0,,0.038461538461538464,QID56,
2023-05-18 12:54:56,2023-05-18 13:13:22,IP Address,26,1105,False,2023-05-19 04:54:30,R_2t0gkUc82y3wynk,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-18 07:11:42,2023-05-18 07:12:24,IP Address,9,42,False,2023-05-19 04:54:32,R_POFjkvgGn8b1VKh,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-18 05:11:51,2023-05-18 05:14:02,IP Address,51,130,False,2023-05-19 04:54:33,R_d0acGb8n8WVnNvz,anonymous,UK,Yes,Yes,Yes,Yes,No,"Місяць ",Бухарест,Definitely not,Secondary education,Fluent,Fluent,Intermediate,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0.09090909090909091,QID58,
2023-05-18 01:38:38,2023-05-18 01:39:19,IP Address,26,40,False,2023-05-19 04:54:35,R_5nAEjrPgmCbCI2l,anonymous,UK,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-18 01:36:14,2023-05-18 01:37:10,IP Address,9,55,False,2023-05-19 04:54:41,R_OrikfrPpTN9Ifgl,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-18 01:22:55,2023-05-18 01:23:06,Spam,9,11,False,2023-05-19 04:54:42,R_bxgvBoxpjzBesdH,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-18 01:17:56,2023-05-18 01:18:19,Spam,9,22,False,2023-05-19 04:54:43,R_b8yCuLpcaUoYEfv,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-18 00:43:20,2023-05-18 00:52:31,IP Address,91,550,False,2023-05-19 04:54:43,R_3PQRTzutZQrLlGP,anonymous,UK,Yes,Yes,Yes,Yes,Yes,"october 2023 ","Purmerend ",Probably yes,Bachelor or equivalent level,Fluent,Fluent,Intermediate,Intermediate,,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Never,Most of the time,Most of the time,Never,Sometimes,Most of the time,Never,Never,Sometimes,Most of the time,Never,Most of the time,,,Never,Most of the time,Never,Most of the time,Sometimes,Sometimes,Never,Sometimes,,,"Gmail, бо там у мене велась переписка з безпосередньо представником уряду",Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,Fully trusted it,Somehow trusted it,I did not trust it,Fully trusted it,,,4,3,2,1,5,,Yes,Credible,,волонтери на місці доводи достовірні відповіді на питання та допомагали зі всім необхідними,Yes,Credible,,,Might or might not,особистий розмові з представниками муніципалітету та волонтерами,I found a part fo the necessary information for my migration journey,,,,,,Unknown,0,,0,0,,0.041666666666666664,QID56,
2023-05-17 08:11:27,2023-05-17 08:11:42,IP Address,9,15,False,2023-05-19 04:54:44,R_33DTA6MdmBwkYgn,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-17 13:45:40,2023-05-17 13:45:55,IP Address,9,15,False,2023-05-19 04:54:45,R_1IFekSmFh2kvEIz,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-17 04:19:39,2023-05-17 07:55:46,IP Address,6,12966,False,2023-05-19 04:54:46,R_1MLoZULi69oY2VY,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-17 03:17:15,2023-05-17 03:27:48,IP Address,91,633,False,2023-05-19 04:54:47,R_277nVcsSAc5Ytyn,anonymous,UK,Yes,Yes,Yes,Yes,Yes,04.2022,"constanta ",Definitely not,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,-,Sometimes,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Never,Most of the time,Sometimes,Never,Most of the time,Sometimes,Most of the time,Sometimes,Never,,,Most of the time,Most of the time,Never,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,,,"Facebook, telegram ",Fully trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,I did not trust it,I did not trust it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,,,4,2,3,1,5,Viber,Not Applicable: I did not have a look at the information provided by organizations,Credible,,,Yes,Accurate,,,Definitely yes,,I found a part fo the necessary information for my migration journey,,,,,,Unknown,0,,0,0,,0.12,"QID38,QID41,QID56",
2023-05-17 03:49:17,2023-05-17 03:49:34,Spam,9,17,False,2023-05-19 04:54:48,R_1cTxlcf7VWppyOu,anonymous,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,0,,
2023-05-19 09:48:14,2023-05-19 10:07:14,IP Address,100,1140,True,2023-05-19 10:07:15,R_3CCbCz1x7elkPaS,anonymous,EN,Yes,Yes,Yes,Yes,Yes,11.03.2022,Brasov,Probably yes,Bachelor or equivalent level,Basic,Basic,Basic,Basic,,,Sometimes,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Never,Most of the time,Sometimes,Never,,Never,Sometimes,Sometimes,,Never,Never,Sometimes,Sometimes,Never,Most of the time,Sometimes,Sometimes,,,"Мы убегали от войны, познакомились на трассе с девочкой, и она привезла нас сюда. ",Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,I did not trust it,I did not trust it,Fully trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,,2,1,4,3,5,4,Yes,Reliable,,"Спасибо большое Румынии и спонсорам за помощь и организацию помощи. ",Yes,Reliable,,,Definitely yes,Официальная информация из группы Брашов для Украины,I found all information necessary for my migration journey,,"Медицина. Без знания языка очень трудно. И цены слишком высокие. Я думаю, что можно предлагать на выбор брать химию и продукты или скидки на обследование. Или конкретные предложение. Например зубы или глаза. У меня очень сильно падает зрение, и уже -8.5, астигматизм, что-то с сетчаткой. У меня нет возможности исследовать. Это очень дорого. А, если была бы скидка или программа, это было бы очень актуально. Так же и зубы. Есть проблема, но посчитали 750€. Это слишком для меня. Но зуб это не прыщ, сам не пройдет(. ","SMS messages,Text",,,Unknown,1,"QID34,QID38,QID41,QID60",1,0.25,QID51,0.038461538461538464,QID56,
2023-05-19 10:05:33,2023-05-19 10:40:57,IP Address,100,2123,True,2023-05-19 10:40:57,R_2woaRcvYq5I1zL8,anonymous,UK,Yes,Yes,Yes,Yes,Yes,03. 2022,Яссы,Definitely yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,Немає,Never,Never,Never,Never,Never,Most of the time,Most of the time,Never,Never,Never,Most of the time,Most of the time,Never,Never,Never,Never,Most of the time,,"Не знаю, що писати",Sometimes,Never,Most of the time,Never,Never,,Never,Most of the time,,Що інше?,Українці в Ясси,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,,"Я їхала до адвентистів, бо сама є адвентисткою",1,2,3,5,4,"ADRA ",Not Applicable: I did not have a look at the information provided by organizations,Transparent,,"Бо я мало приділяла часу інформації ",Yes,Reliable,,Вся інформація була надійною та робітники кваліфіковані та уважні,Definitely not,"Своїм близьким ",I found little information,,"Люди перебувають у стресових ситуаціях. Вони не можуть допомагати один одному ",SMS messages,,,Unknown,0,,0,0,,0,,
2023-05-19 21:52:16,2023-05-19 22:12:34,IP Address,100,1218,True,2023-05-19 22:12:36,R_3KGGYLUpagQlyWo,anonymous,UK,Yes,Yes,Yes,Yes,Yes,22.10.22,Констанца,Probably yes,Bachelor or equivalent level,Intermediate,Fluent,Basic,Basic,,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,,,,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,,,"Фейсбук, допомога.ро, теллеграмм",Fully trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,,,1,2,3,4,5,"З,4",Yes,"Credible,Transparent",,,Yes,"Reliable,Credible,Transparent",,Использованием информации,Definitely yes,"Украинским, румынским. Документально подтвержденным",I found a part fo the necessary information for my migration journey,," обязательное изучение языка, традиций,истории  ,той страны, в которую прибыл (хотя бы поверхностно). Изучение законодательства, прав и обязанностей, наказания.","Videos,Text",,,Unknown,0,,0,0,,0.07407407407407407,"QID41,QID58",
2023-05-19 22:58:06,2023-05-19 23:13:36,IP Address,100,930,True,2023-05-19 23:13:36,R_3J4Tj7ez2FxxUHX,anonymous,EN,Yes,Yes,Yes,Yes,Yes,Feb 23,Brasov,Definitely not,Master or equivalent level,Fluent,Fluent,Fluent,Basic,,Sometimes,Most of the time,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Most of the time,Sometimes,Never,Never,Never,Never,Sometimes,Never,,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Never,Never,Never,,"Telegram group, Google",Somehow trusted it,Fully trusted it,Fully trusted it,Fully trusted it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,,4,3,2,1,5,,Yes,"Reliable,Credible,Accurate,Transparent",,I trust them,,,,,Definitely yes,Telegram group,I found all information necessary for my migration journey,,"I speak English, so usually it's possible to communicate here with locals","Infographics,Text",,,Unknown,1,QID12,0,0,,0.038461538461538464,QID56,
2023-05-21 07:14:58,2023-05-21 07:32:58,IP Address,100,1080,True,2023-05-21 07:32:59,R_WBe1zAGBAuQZAbL,anonymous,UK,Yes,Yes,Yes,Yes,Yes,Березень 2022,ясси,Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Never,Most of the time,Most of the time,Most of the time,Most of the time,,,Sometimes,Sometimes,Never,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,,,Телеграм та фейсбук,Fully trusted it,Somehow trusted it,Fully trusted it,Fully trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,Fully trusted it,Somehow trusted it,,,4,3,1,2,5,,Yes,"Reliable,Credible,Accurate,Transparent",,"Я честна людина, яка звикла теж допомогати людям, тому теж довіряю людям! Ми опинились в дуже важкій життєвій ситуації, ми їхали на адреналіні і не розуміли нічого! На нашому шляху зустічались дуже гарні люди, з великим співчуттям та розумінням і ми дуже вдячні Богові та всьому народові Румунії!",Yes,"Reliable,Credible,Accurate,Transparent",,"В червоному хресті працюють дуже гарнв ьюди, які завжди допоможуть і підскужуть!",Might or might not,Офіційним,I found a part fo the necessary information for my migration journey,,"Напевно мені повезло, тому що в мене склалося добре все, я дуже комунікативна людина","Infographics,Videos,Text",,,Unknown,0,,0,0,,0.037037037037037035,QID58,
2023-05-21 08:50:47,2023-05-21 09:04:41,IP Address,100,834,True,2023-05-21 09:04:42,R_zVEB4PYYMABqclX,anonymous,UK,Yes,Yes,Yes,Yes,Yes,April 2022,Bucharest,Probably yes,Master or equivalent level,Fluent,Fluent,Intermediate,Basic,,Most of the time,Most of the time,Sometimes,Sometimes,Most of the time,Sometimes,Never,Most of the time,Sometimes,Sometimes,Most of the time,Never,Never,Sometimes,Never,Sometimes,Sometimes,,,Most of the time,Most of the time,Never,Never,Sometimes,Never,Sometimes,Sometimes,,,"Ukr.cy тому що ми їхали на Кіпр через Румунію, а потім dopomoha.ro ",Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,Somehow trusted it,I did not trust it,I did not trust it,I did not trust it,Somehow trusted it,I did not trust it,Somehow trusted it,Somehow trusted it,I did not trust it,,4,3,2,1,5,,Sometimes,Credible,,,No,Other:,"Не було ніякої інформації. Ми виїхали не зная нічого. На кордоні ніякої інформації не надали. Ніяких волонтерів ми не зустріли. Всю інформацію ми збирали по групам телеграм та фейсбук ",Тому що бардак. Як завжди,Might or might not,,I found little information,,"На Кіпрі не було, в Румунії досить низький рівень знання англійської мови ","Videos,Text",,,Unknown,0,,0,0,,0.1111111111111111,"QID38,QID41,QID58",
